"","carat","cut","color","clarity","depth","table","price","x","y","z","volume","PA","CA","VA"
"17100",1.5,"Fair","H","SI1",65,57,6838,7.1,7.06,4.6,230.5796,1,1,1
"17101",1.24,"Premium","D","SI2",61.4,59,6840,6.87,6.91,4.23,200.805291,1,1,1
"17102",1,"Very Good","F","VS2",63.8,56.9,6841,6.29,6.36,4.04,161.617776,1,0,0
"17103",1,"Good","F","VS2",61.1,61,6841,6.38,6.45,3.92,161.31192,1,0,0
"17104",1.01,"Premium","G","VVS2",60.9,59,6843,6.54,6.59,4,172.3944,1,0,1
"17105",1.01,"Good","E","VS2",63.9,59,6843,6.31,6.34,4.04,161.621816,1,0,0
"17106",1.01,"Premium","E","VS2",62.2,58,6843,6.36,6.41,3.97,161.847372,1,0,0
"17107",1.01,"Good","G","VVS2",63.4,55,6843,6.34,6.41,4.04,164.183176,1,0,0
"17108",1.01,"Very Good","G","VVS2",63,59,6843,6.34,6.41,4.01,162.963994,1,0,0
"17109",1.01,"Premium","G","VVS2",61.4,58,6843,6.46,6.51,3.98,167.377308,1,0,0
"17110",1.1,"Ideal","H","SI1",61.5,56,6844,6.61,6.65,4.08,179.34252,1,1,1
"17111",1.01,"Very Good","G","VS1",62.5,56,6846,6.36,6.4,3.99,162.40896,1,0,0
"17112",1.5,"Good","H","SI2",60.8,64,6846,7.27,7.2,4.4,230.3136,1,1,1
"17113",1.71,"Good","G","SI2",63.7,57,6847,7.54,7.5,4.79,270.8745,1,1,1
"17114",1.23,"Very Good","H","VS2",62.4,58,6848,6.8,6.85,4.26,198.4308,1,1,1
"17115",1.03,"Very Good","D","VS1",59.6,61,6848,6.57,6.62,3.93,170.929062,1,0,1
"17116",1.21,"Premium","H","VS2",59.3,60,6849,6.93,6.99,4.13,200.060091,1,1,1
"17117",1.09,"Ideal","E","SI1",61.8,55,6849,6.65,6.58,4.09,178.96613,1,1,1
"17118",1.24,"Premium","H","VS2",61.2,59,6850,6.89,6.93,4.23,201.972771,1,1,1
"17119",1.51,"Good","J","SI1",63.5,58,6851,7.24,7.29,4.61,243.313956,1,1,1
"17120",1.51,"Very Good","J","SI1",61.2,62,6851,7.32,7.36,4.49,241.899648,1,1,1
"17121",1.51,"Premium","J","SI1",59.4,59,6851,7.45,7.54,4.45,249.96985,1,1,1
"17122",1.09,"Ideal","E","SI2",62.7,55.9,6852,6.52,6.58,4.11,176.325576,1,1,1
"17123",1.06,"Premium","G","VS1",62.2,55,6853,6.58,6.51,4.07,174.341706,1,1,1
"17124",1.02,"Ideal","E","VS2",62.7,56,6854,6.44,6.38,4.02,165.170544,1,0,0
"17125",1.02,"Premium","E","VS2",58.4,57,6854,6.64,6.59,3.86,168.904336,1,0,0
"17126",1.02,"Premium","E","VS2",62.1,52,6854,6.55,6.49,4.05,172.163475,1,0,1
"17127",2,"Good","G","I1",63.9,58,6854,7.99,7.91,5.08,321.060572,1,1,1
"17128",1.26,"Very Good","I","VS1",59.2,60,6855,7.09,7.02,4.18,208.046124,1,1,1
"17129",1.01,"Ideal","G","VS2",61,56,6855,6.46,6.49,3.95,165.60533,1,0,0
"17130",1.06,"Ideal","D","VS2",62.5,54,6856,6.53,6.6,4.1,176.7018,1,1,1
"17131",1.08,"Ideal","H","VVS2",62.4,55,6856,6.53,6.57,4.09,175.469589,1,1,1
"17132",1.25,"Premium","G","SI1",60.7,58,6856,6.97,6.9,4.21,202.47153,1,1,1
"17133",1.09,"Ideal","G","VS1",62.5,56,6856,6.63,6.55,4.12,178.91718,1,1,1
"17134",1.11,"Ideal","G","VS2",61.2,56,6857,6.65,6.68,4.08,181.24176,1,1,1
"17135",1.02,"Ideal","G","VS1",62.1,58,6857,6.4,6.45,3.99,164.7072,1,0,0
"17136",1.19,"Ideal","D","SI1",62,57,6857,6.77,6.82,4.21,194.381594,1,1,1
"17137",1.31,"Good","H","SI1",57.9,62,6857,7.18,7.25,4.18,217.5899,1,1,1
"17138",1.72,"Premium","J","SI1",62,56,6857,7.76,7.7,4.79,286.21208,1,1,1
"17139",1.27,"Ideal","H","SI1",60.1,58,6858,7.02,7.05,4.23,209.34693,1,1,1
"17140",1.12,"Ideal","F","VS2",60.9,55,6858,6.73,6.67,4.08,183.147528,1,1,1
"17141",1,"Ideal","E","VS2",61.7,54,6859,6.41,6.46,3.97,164.392142,1,0,0
"17142",1.35,"Very Good","E","SI1",62.7,57,6860,7.01,7.05,4.41,217.944405,1,1,1
"17143",2.32,"Fair","H","I1",70.5,55,6860,7.93,7.9,5.58,349.57026,1,1,1
"17144",1,"Premium","E","VS2",61.8,62,6860,6.47,6.44,3.99,166.250532,1,0,0
"17145",1.21,"Good","E","SI1",63.6,58,6861,6.65,6.77,4.27,192.237535,1,1,1
"17146",1.02,"Very Good","G","VS1",63.3,58,6861,6.42,6.38,4.05,165.88638,1,0,0
"17147",1.11,"Premium","F","VS2",62.7,59,6863,6.58,6.62,4.14,180.336744,1,1,1
"17148",1.06,"Very Good","G","VS1",63,56,6863,6.47,6.51,4.09,172.269573,1,1,1
"17149",1.02,"Very Good","D","SI1",60.3,56,6863,6.55,6.57,3.96,170.41266,1,0,0
"17150",1.02,"Fair","F","VVS2",64.8,58,6863,6.22,6.28,4.05,158.19948,1,0,0
"17151",1.03,"Ideal","G","VS1",62.3,56,6864,6.5,6.46,4.04,169.6396,1,0,0
"17152",1.05,"Very Good","E","VS2",62.2,57,6865,6.44,6.56,4.04,170.675456,1,1,0
"17153",1,"Very Good","G","VS1",59.4,59,6867,6.52,6.54,3.88,165.446304,1,0,0
"17154",1.18,"Very Good","I","IF",63.3,58,6867,6.69,6.73,4.25,191.350725,1,1,1
"17155",1.24,"Ideal","H","SI1",62.3,54,6867,6.88,6.9,4.29,203.65488,1,1,1
"17156",1,"Premium","D","VS2",59.6,60,6868,6.57,6.52,3.9,167.06196,1,0,0
"17157",1.2,"Very Good","H","VS2",62.5,59,6870,6.76,6.72,4.21,191.248512,1,1,1
"17158",2.72,"Fair","J","I1",68.2,56,6870,8.46,8.43,5.76,410.790528,1,1,1
"17159",1.21,"Good","H","VS1",59.5,65,6871,6.88,6.84,4.08,192.001536,1,1,1
"17160",1,"Ideal","E","VS2",62.9,55,6871,6.4,6.36,4.01,163.22304,1,0,0
"17161",1.21,"Very Good","H","VS1",63.3,58,6871,6.77,6.72,4.27,194.261088,1,1,1
"17162",1,"Ideal","E","VS2",62,56,6871,6.46,6.41,3.99,165.220314,1,0,0
"17163",0.9,"Very Good","D","VVS2",62.6,59,6872,6.11,6.15,3.84,144.29376,1,0,0
"17164",1.2,"Very Good","F","SI1",63.5,57,6872,6.65,6.74,4.25,190.48925,1,1,1
"17165",1.09,"Ideal","F","SI1",61.4,56,6872,6.63,6.66,4.08,180.155664,1,1,1
"17166",1.31,"Ideal","I","VS2",61.7,55,6873,7,7.1,4.35,216.195,1,1,1
"17167",1.26,"Good","G","SI1",63.2,61,6874,6.81,6.87,4.32,202.109904,1,1,1
"17168",1.24,"Premium","F","SI1",61.6,59,6874,6.86,6.9,4.24,200.69616,1,1,1
"17169",1.24,"Premium","E","SI1",59.7,59,6875,7.07,6.99,4.2,207.56106,1,1,1
"17170",1,"Very Good","E","VS2",59,58,6875,6.49,6.53,3.84,162.738048,1,0,0
"17171",1.21,"Ideal","H","SI1",62.2,54,6876,6.8,6.86,4.25,198.254,1,1,1
"17172",1.29,"Premium","I","VS1",63,57,6877,6.99,6.89,4.37,210.464007,1,1,1
"17173",1,"Very Good","D","VS2",62.6,56,6881,6.33,6.39,3.98,160.985826,1,0,0
"17174",1.01,"Premium","G","VS1",61.7,56,6882,6.53,6.46,4.01,169.157038,1,0,0
"17175",1.01,"Good","G","VS1",63.8,57,6882,6.38,6.35,4.06,164.48278,1,0,0
"17176",1.01,"Premium","G","VS1",60.9,58,6882,6.47,6.43,3.93,163.496253,1,0,0
"17177",1,"Very Good","F","VS1",62.1,60,6883,6.33,6.42,3.96,160.928856,1,0,0
"17178",1.35,"Very Good","I","VS2",61.7,59,6884,7.05,7.09,4.36,217.93242,1,1,1
"17179",1.08,"Ideal","F","SI1",61.8,55,6884,6.58,6.63,4.08,177.991632,1,1,1
"17180",1.31,"Very Good","I","VS1",62.3,58,6885,6.99,7.03,4.37,214.740489,1,1,1
"17181",1.07,"Premium","F","VS1",60.6,61,6885,6.62,6.56,3.99,173.274528,1,1,1
"17182",1.21,"Ideal","E","SI1",62,56,6887,6.83,6.76,4.21,194.379068,1,1,1
"17183",1.21,"Very Good","H","VS2",60.1,57,6887,6.88,6.97,4.16,199.486976,1,1,1
"17184",1.83,"Fair","H","I1",68,57,6887,7.47,7.44,5.07,281.774376,1,1,1
"17185",1.22,"Ideal","I","VS1",62.9,54,6887,6.83,6.79,4.29,198.951753,1,1,1
"17186",1.22,"Ideal","I","VS1",62.6,57,6887,6.8,6.76,4.24,194.90432,1,1,1
"17187",1.22,"Premium","F","SI1",61.8,59,6887,6.86,6.83,4.23,198.191574,1,1,1
"17188",1.23,"Premium","G","SI1",61.2,59,6888,6.88,6.81,4.19,196.313232,1,1,1
"17189",1.5,"Premium","I","SI1",62.3,58,6888,7.33,7.22,4.53,239.739378,1,1,1
"17190",0.97,"Very Good","F","VVS2",58.1,60,6889,6.49,6.53,3.78,160.195266,1,0,0
"17191",1.41,"Ideal","J","SI1",62.3,55,6889,7.18,7.21,4.48,231.919744,1,1,1
"17192",1.06,"Ideal","G","VS2",61.9,54,6890,6.54,6.58,4.06,174.714792,1,1,1
"17193",1.04,"Premium","G","VVS1",58.2,60,6890,6.71,6.66,3.89,173.838654,1,1,1
"17194",1.55,"Premium","J","SI2",62.6,57,6890,7.37,7.32,4.6,248.16264,1,1,1
"17195",1.13,"Ideal","G","VS2",62.7,56,6891,6.61,6.65,4.16,182.85904,1,1,1
"17196",0.9,"Very Good","E","VVS2",63.7,57,6892,6.1,6.12,3.89,145.22148,1,0,0
"17197",1.21,"Very Good","H","SI1",60.4,58,6892,6.91,6.96,4.19,201.512184,1,1,1
"17198",1.27,"Premium","H","SI1",60.2,58,6892,7.04,6.99,4.22,207.664512,1,1,1
"17199",1.42,"Very Good","I","VS1",60.1,65,6894,7.28,7.2,4.35,228.0096,1,1,1
"17200",1.24,"Ideal","G","SI1",61,56.4,6895,6.93,6.99,4.25,205.872975,1,1,1
"17201",1.16,"Ideal","E","SI1",61.9,57,6896,6.72,6.76,4.17,189.431424,1,1,1
"17202",1.52,"Good","J","SI1",63.6,60,6897,7.21,7.25,4.6,240.4535,1,1,1
"17203",1.6,"Premium","F","SI2",61.8,57,6899,7.51,7.46,4.63,259.393898,1,1,1
"17204",1,"Premium","F","VS2",60.7,58,6899,6.45,6.36,3.89,159.57558,1,0,0
"17205",1.01,"Premium","F","VS2",59.2,61,6900,6.59,6.55,3.89,167.909905,1,0,0
"17206",1.55,"Ideal","E","SI2",62.3,55,6901,7.44,7.37,4.61,252.779208,1,1,1
"17207",1.03,"Ideal","F","VS2",62,57,6902,6.4,6.48,3.99,165.47328,1,0,0
"17208",1.07,"Premium","G","VS2",61.9,58,6903,6.55,6.54,4.05,173.48985,1,1,1
"17209",1.34,"Ideal","H","SI2",61.6,56,6904,7.1,7.05,4.36,218.2398,1,1,1
"17210",1.01,"Very Good","D","VS2",62.2,61,6905,6.37,6.43,3.98,163.017218,1,0,0
"17211",1.01,"Very Good","D","VS2",60.4,58,6905,6.47,6.57,3.94,167.481126,1,0,0
"17212",1.01,"Very Good","G","VS1",63.6,57,6905,6.3,6.35,4.02,160.8201,1,0,0
"17213",1.09,"Ideal","G","VS2",62,54,6905,6.61,6.65,4.11,180.661215,1,1,1
"17214",1.52,"Fair","I","SI2",64.7,58,6905,7.19,7.22,4.66,241.908988,1,1,1
"17215",1.02,"Very Good","G","VS2",60.5,60,6906,6.53,6.49,3.94,166.976018,1,0,0
"17216",1.09,"Premium","G","VS2",61,59,6906,6.6,6.65,4.04,177.3156,1,1,1
"17217",1.21,"Good","G","VS2",63.7,59,6906,6.59,6.67,4.22,185.491366,1,1,1
"17218",1.04,"Premium","F","VS2",61.7,59,6906,6.49,6.45,3.99,167.023395,1,1,0
"17219",1.01,"Ideal","F","SI1",62,56,6907,6.41,6.46,3.99,165.220314,1,0,0
"17220",1.04,"Premium","F","VS2",61.9,58,6908,6.55,6.51,4.04,172.26762,1,1,1
"17221",1.02,"Premium","D","VS2",59.8,61,6909,6.61,6.54,3.93,169.891542,1,0,0
"17222",1.23,"Premium","G","SI1",62.5,59,6909,6.84,6.77,4.25,196.8039,1,1,1
"17223",1.02,"Very Good","D","VS2",63.4,54,6909,6.38,6.33,4.03,162.753162,1,0,0
"17224",1,"Very Good","F","VS1",60.1,63,6910,6.42,6.45,3.87,160.25283,1,0,0
"17225",1.02,"Very Good","F","VS2",62.8,57,6911,6.36,6.41,4.01,163.478076,1,0,0
"17226",1.19,"Ideal","E","SI1",61.3,57,6911,6.81,6.83,4.18,194.421414,1,1,1
"17227",1.01,"Good","D","VS2",61.8,59,6912,6.28,6.35,3.9,155.5242,1,0,0
"17228",1.65,"Premium","G","I1",62,59,6912,7.57,7.53,4.68,266.769828,1,1,1
"17229",1.03,"Ideal","G","VS1",62,54.8,6913,6.46,6.5,4.02,168.7998,1,0,0
"17230",1.05,"Ideal","G","VS2",59.4,59,6914,6.62,6.65,3.94,173.45062,1,1,1
"17231",1.51,"Very Good","I","SI2",63.2,58,6914,7.31,7.27,4.61,244.992457,1,1,1
"17232",1.02,"Very Good","E","VS2",60,59,6915,6.54,6.59,3.94,169.808484,1,0,0
"17233",1.04,"Very Good","D","VS1",60.8,58,6915,6.5,6.53,3.96,168.0822,1,1,0
"17234",1.61,"Very Good","G","SI2",63.4,55,6915,7.47,7.35,4.7,258.05115,1,1,1
"17235",1.26,"Premium","F","SI1",62.3,58,6915,6.89,6.84,4.28,201.706128,1,1,1
"17236",1.31,"Very Good","I","VS2",61.2,58,6917,7.01,7.05,4.3,212.50815,1,1,1
"17237",1.07,"Ideal","G","VS1",61.8,57,6917,6.58,6.52,4.05,173.75148,1,1,1
"17238",1.15,"Premium","H","VVS2",58.8,58,6917,6.9,6.87,4.05,191.98215,1,1,1
"17239",1.12,"Ideal","G","VS1",62.3,57,6918,6.59,6.64,4.12,180.281312,1,1,1
"17240",1.29,"Ideal","J","VVS1",61.2,56,6918,7.01,7.05,4.3,212.50815,1,1,1
"17241",1.31,"Premium","I","VS2",62.4,61,6921,6.98,6.9,4.33,208.54146,1,1,1
"17242",1.31,"Premium","I","VS2",60,58,6921,7.15,7.11,4.28,217.58022,1,1,1
"17243",1.26,"Ideal","F","SI1",60.6,56,6922,7.05,6.98,4.25,209.13825,1,1,1
"17244",1.5,"Fair","E","SI2",64.8,55,6922,7.26,7.15,4.67,242.41503,1,1,1
"17245",1.03,"Ideal","F","VS2",62.3,56,6922,6.52,6.49,4.05,171.37494,1,0,1
"17246",1.03,"Premium","E","VS2",62.9,61,6922,6.42,6.36,4.02,164.141424,1,0,0
"17247",1.03,"Ideal","F","VS2",61.2,54,6922,6.56,6.51,4,170.8224,1,0,0
"17248",1.01,"Premium","F","VS2",61.4,57,6923,6.51,6.45,3.98,167.11821,1,0,0
"17249",1.12,"Very Good","F","VS2",62,58,6925,6.63,6.69,4.13,183.184911,1,1,1
"17250",1.12,"Good","F","VS2",63.8,57,6925,6.59,6.61,4.21,183.387179,1,1,1
"17251",1.14,"Ideal","H","VS1",61.9,53,6926,6.73,6.75,4.17,189.432675,1,1,1
"17252",1,"Very Good","F","VS2",61.9,58,6927,6.41,6.49,3.99,165.987591,1,0,0
"17253",1.73,"Ideal","J","SI1",62.6,57,6927,7.69,7.65,4.8,282.3768,1,1,1
"17254",1.3,"Ideal","G","VS1",62.4,56,6928,7.03,6.95,4.36,213.02306,1,1,1
"17255",1.15,"Very Good","E","VS2",62.9,56,6929,6.65,6.68,4.19,186.12818,1,1,1
"17256",1.05,"Premium","E","VS2",62.1,58,6930,6.5,6.54,4.05,172.1655,1,1,1
"17257",1.03,"Very Good","G","VS2",61,58,6931,6.5,6.54,3.98,169.1898,1,0,0
"17258",1.08,"Ideal","G","VS2",61.8,55,6931,6.57,6.63,4.08,177.721128,1,1,1
"17259",1.3,"Premium","I","VS1",62.2,59,6931,6.97,6.91,4.32,208.062864,1,1,1
"17260",1.3,"Ideal","I","VS1",62.1,57,6931,7.04,6.98,4.35,213.75552,1,1,1
"17261",1.22,"Premium","F","SI1",62.5,59,6932,6.78,6.83,4.25,196.80645,1,1,1
"17262",1.01,"Premium","G","VS1",60.7,58,6932,6.49,6.52,3.95,167.14346,1,0,0
"17263",1.01,"Good","F","VVS2",63.6,60,6932,6.31,6.36,4.03,161.730348,1,0,0
"17264",1.05,"Ideal","F","VS2",62.8,57,6933,6.48,6.45,4.06,169.69176,1,1,0
"17265",1.09,"Ideal","G","VS1",62.4,57,6934,6.55,6.63,4.11,178.482915,1,1,1
"17266",1.22,"Premium","H","VS2",62.4,58,6934,6.84,6.79,4.25,197.3853,1,1,1
"17267",1.51,"Ideal","D","SI2",61.2,56,6934,7.4,7.36,4.52,246.17728,1,1,1
"17268",1.29,"Premium","D","SI2",59.4,62,6935,7.06,6.99,4.17,205.786998,1,1,1
"17269",1.51,"Good","J","VS2",64,58,6936,7.24,7.27,4.64,244.225472,1,1,1
"17270",1.05,"Ideal","G","VS1",62,56,6936,6.47,6.53,4.03,170.263873,1,1,0
"17271",1.05,"Premium","G","VS1",61.6,58,6936,6.48,6.51,4,168.7392,1,1,0
"17272",1.01,"Very Good","G","VS1",63.1,57,6936,6.32,6.39,4.01,161.943048,1,0,0
"17273",1.28,"Premium","D","SI2",61.2,58,6936,7.09,6.96,4.3,212.18952,1,1,1
"17274",1,"Very Good","D","VS2",61.2,60,6937,6.4,6.42,3.92,161.06496,1,0,0
"17275",1.19,"Good","E","VS2",57.4,60,6937,6.9,7,3.99,192.717,1,1,1
"17276",1.01,"Ideal","G","VS2",62.7,54,6937,6.43,6.47,4.04,168.072484,1,0,0
"17277",1.1,"Ideal","G","VS2",60.9,56,6939,6.68,6.79,4.1,185.96452,1,1,1
"17278",1.51,"Very Good","J","SI1",62.9,59,6942,7.25,7.29,4.57,241.535925,1,1,1
"17279",1.15,"Premium","D","SI1",63,57,6942,6.69,6.64,4.2,186.57072,1,1,1
"17280",1.01,"Very Good","F","VS2",60.5,59,6944,6.51,6.54,3.95,168.17283,1,0,0
"17281",1.25,"Ideal","H","VS2",60,56,6944,7.04,6.99,4.21,207.172416,1,1,1
"17282",1.19,"Premium","H","VS2",61.1,58,6944,6.83,6.78,4.16,192.638784,1,1,1
"17283",1.06,"Ideal","I","VVS1",60.2,57,6945,6.62,6.66,4,176.3568,1,1,1
"17284",1.28,"Premium","H","SI1",62.3,58,6946,7,6.94,4.34,210.8372,1,1,1
"17285",1.06,"Premium","F","VS2",62.2,57,6947,6.58,6.53,4.08,175.306992,1,1,1
"17286",1.22,"Ideal","H","VS2",61.4,57,6947,6.89,6.85,4.22,199.16923,1,1,1
"17287",1.1,"Very Good","G","VS1",60.3,62,6951,6.72,6.67,4.04,181.082496,1,1,1
"17288",0.95,"Ideal","G","IF",59.8,59,6951,6.36,6.43,3.82,156.218136,1,0,0
"17289",1.09,"Premium","G","VS1",62.5,59,6951,6.57,6.54,4.1,176.16798,1,1,1
"17290",1.01,"Ideal","G","VS1",62.7,56,6951,6.4,6.35,4,162.56,1,0,0
"17291",1.01,"Ideal","G","VS1",62.4,58,6951,6.43,6.39,4,164.3508,1,0,0
"17292",1.11,"Very Good","G","VS2",62.2,57,6953,6.55,6.6,4.09,176.8107,1,1,1
"17293",1.16,"Ideal","H","VS2",62.1,57,6954,6.7,6.73,4.17,188.02947,1,1,1
"17294",1.2,"Very Good","F","SI1",63.3,58,6955,6.63,6.57,4.18,182.077038,1,1,1
"17295",1.04,"Ideal","G","VS2",60.5,57,6955,6.56,6.62,3.99,173.274528,1,1,1
"17296",1.15,"Premium","G","VS2",62.9,58,6955,6.7,6.62,4.19,185.84326,1,1,1
"17297",1.01,"Very Good","E","VS2",62.6,59,6956,6.35,6.39,3.99,161.900235,1,0,0
"17298",1.2,"Ideal","H","VS2",62.2,55,6956,6.76,6.85,4.23,195.87438,1,1,1
"17299",1.01,"Ideal","E","VS2",61.4,57,6956,6.44,6.5,3.97,166.1842,1,0,0
"17300",1,"Very Good","F","VS2",62.8,57,6957,6.29,6.35,3.97,158.567755,1,0,0
"17301",1.23,"Premium","H","VS2",62.4,61,6957,6.85,6.8,4.26,198.4308,1,1,1
"17302",1.21,"Ideal","G","SI1",62.1,57,6958,6.79,6.83,4.23,196.169211,1,1,1
"17303",1,"Good","E","VS2",58.2,60,6958,6.52,6.54,3.8,162.03504,1,0,0
"17304",1.24,"Ideal","H","SI1",61.6,57,6958,6.92,6.84,4.24,200.691072,1,1,1
"17305",1.18,"Ideal","G","SI1",62,56,6960,6.76,6.79,4.2,192.78168,1,1,1
"17306",1.35,"Very Good","I","VS2",62.1,62,6961,6.97,7.05,4.35,213.752475,1,1,1
"17307",1.08,"Ideal","H","VVS1",62.5,54,6961,6.56,6.58,4.1,176.97568,1,1,1
"17308",1.72,"Very Good","F","I1",60.5,59,6962,7.71,7.8,4.69,282.04722,1,1,1
"17309",1.12,"Ideal","H","SI1",61.6,56,6962,6.64,6.68,4.11,182.299872,1,1,1
"17310",1.11,"Ideal","H","VVS2",61.4,57,6962,6.67,6.63,4.08,180.426168,1,1,1
"17311",1.24,"Premium","H","VS2",61.7,59,6962,6.91,6.84,4.24,200.401056,1,1,1
"17312",1.22,"Very Good","G","VS2",63.1,56,6962,6.82,6.8,4.3,199.4168,1,1,1
"17313",1.11,"Premium","D","SI1",62,58,6962,6.68,6.64,4.13,183.186976,1,1,1
"17314",1.33,"Premium","I","VS1",61.5,58,6963,7.02,7.06,4.33,214.599996,1,1,1
"17315",1.33,"Good","I","VS1",63.7,56,6963,6.92,6.96,4.42,212.881344,1,1,1
"17316",1.33,"Premium","E","SI2",62.5,58,6963,6.99,7.03,4.38,215.231886,1,1,1
"17317",1.21,"Premium","E","SI1",62.3,58,6963,6.77,6.74,4.21,192.101458,1,1,1
"17318",1.01,"Ideal","G","VS2",62.6,56,6964,6.41,6.44,4.02,165.947208,1,0,0
"17319",1.24,"Premium","D","SI2",61.4,59,6965,6.91,6.87,4.23,200.805291,1,1,1
"17320",1.56,"Good","J","VS2",57.6,65,6966,7.6,7.62,4.38,253.65456,1,1,1
"17321",1.55,"Ideal","J","SI2",62.3,54,6966,7.38,7.42,4.61,252.441756,1,1,1
"17322",1.01,"Premium","G","VVS2",60.9,59,6968,6.59,6.54,4,172.3944,1,0,1
"17323",1.01,"Ideal","E","VS2",61.3,57,6968,6.49,6.46,3.97,166.443838,1,0,0
"17324",1.02,"Ideal","G","VS1",62,55,6968,6.4,6.53,4.01,167.58592,1,0,0
"17325",1.2,"Ideal","H","SI1",61.1,56,6968,6.92,6.87,4.21,200.145084,1,1,1
"17326",1.01,"Very Good","G","VVS2",63.4,55,6968,6.41,6.34,4.04,164.183176,1,0,0
"17327",1.01,"Good","E","VS2",63.9,59,6968,6.34,6.31,4.04,161.621816,1,0,0
"17328",1.73,"Premium","H","SI2",60.5,60,6968,7.79,7.71,4.69,281.685621,1,1,1
"17329",1.01,"Premium","E","VS2",62.2,58,6968,6.41,6.36,3.97,161.847372,1,0,0
"17330",1.22,"Premium","G","SI2",62.4,61,6969,6.79,6.79,4.23,195.020343,1,1,1
"17331",1.39,"Good","F","SI2",63.8,55,6969,7.05,7.08,4.51,225.11214,1,1,1
"17332",0.32,"Ideal","D","SI2",61.7,55,612,4.4,4.38,2.71,52.22712,0,0,0
"17333",0.32,"Ideal","D","SI2",59.5,57,612,4.5,4.47,2.67,53.70705,0,0,0
"17334",0.32,"Good","D","SI2",63.9,58,612,4.33,4.31,2.76,51.507948,0,0,0
"17335",0.32,"Premium","G","SI1",62.8,56,612,4.36,4.34,2.73,51.658152,0,0,0
"17336",0.34,"Premium","I","VS2",62.1,57,612,4.48,4.44,2.77,55.098624,0,0,0
"17337",0.34,"Premium","I","VS2",61.8,58,612,4.51,4.48,2.78,56.169344,0,0,0
"17338",0.34,"Premium","H","SI1",60.2,58,612,4.52,4.48,2.71,54.876416,0,0,0
"17339",0.34,"Premium","H","SI1",62.1,59,612,4.5,4.46,2.78,55.7946,0,0,0
"17340",0.34,"Ideal","E","SI2",62.4,57,612,4.5,4.47,2.8,56.322,0,0,0
"17341",0.34,"Premium","E","SI2",59.9,59,612,4.57,4.55,2.73,56.766255,0,0,0
"17342",0.34,"Premium","E","SI2",61.7,58,612,4.54,4.5,2.79,56.9997,0,0,0
"17343",0.34,"Premium","E","SI2",61.5,58,612,4.52,4.49,2.77,56.216596,0,0,0
"17344",0.34,"Premium","E","SI2",62.4,59,612,4.46,4.42,2.77,54.605564,0,0,0
"17345",0.34,"Premium","E","SI2",62.5,59,612,4.46,4.43,2.78,54.926684,0,0,0
"17346",0.34,"Good","E","SI2",63.7,55,612,4.46,4.43,2.83,55.914574,0,0,0
"17347",0.34,"Ideal","E","SI2",62.9,56,612,4.48,4.45,2.81,56.02016,0,0,0
"17348",0.32,"Premium","G","SI1",62.5,58,612,4.43,4.4,2.76,53.79792,0,0,0
"17349",0.32,"Premium","G","SI1",60.9,58,612,4.44,4.39,2.69,52.432404,0,0,0
"17350",0.32,"Ideal","G","SI1",61.3,57,612,4.4,4.37,2.69,51.72332,0,0,0
"17351",0.32,"Ideal","G","SI1",62.5,55,612,4.38,4.35,2.73,52.01469,0,0,0
"17352",0.32,"Ideal","D","SI2",61.8,55,612,4.42,4.38,2.72,52.658112,0,0,0
"17353",0.32,"Ideal","D","SI2",61.1,56,612,4.41,4.39,2.69,52.078131,0,0,0
"17354",0.32,"Ideal","D","SI2",59.8,57,612,4.46,4.4,2.65,52.0036,0,0,0
"17355",0.32,"Good","D","SI2",63.7,56,612,4.34,4.33,2.76,51.866472,0,0,0
"17356",0.32,"Ideal","D","SI2",62.8,57,612,4.38,4.35,2.74,52.20522,0,0,0
"17357",0.32,"Ideal","D","SI2",62.4,54,612,4.4,4.38,2.74,52.80528,0,0,0
"17358",0.32,"Ideal","D","SI2",62.6,56,612,4.4,4.38,2.75,52.998,0,0,0
"17359",0.34,"Premium","E","SI1",59.3,58,612,4.59,4.55,2.71,56.596995,0,0,0
"17360",0.32,"Ideal","G","SI1",61.4,57,612,4.41,4.38,2.7,52.15266,0,0,0
"17361",0.32,"Ideal","G","SI1",61.6,57,612,4.42,4.38,2.71,52.464516,0,0,0
"17362",1.2,"Good","E","SI1",64,61,6969,6.61,6.67,4.25,187.376975,1,1,1
"17363",1.22,"Premium","D","SI2",61.9,60,6969,6.88,6.82,4.24,198.947584,1,1,1
"17364",1.09,"Ideal","H","SI1",61.4,56,6970,6.61,6.64,4.07,178.633928,1,1,1
"17365",1.71,"Good","F","SI2",63.7,54,6971,7.6,7.49,4.81,273.80444,1,1,1
"17366",1.56,"Premium","F","SI2",63,58,6971,7.35,7.28,4.66,249.34728,1,1,1
"17367",1.1,"Ideal","G","VS2",60.2,56,6972,6.7,6.74,4.05,182.8899,1,1,1
"17368",1.21,"Very Good","H","VS1",63.4,55,6973,6.76,6.81,4.3,197.95308,1,1,1
"17369",1.2,"Very Good","F","SI1",62.7,58,6973,6.74,6.72,4.22,191.135616,1,1,1
"17370",1.36,"Ideal","J","VVS2",61.9,56,6973,7.16,7.13,4.42,225.644536,1,1,1
"17371",1.02,"Very Good","D","VS2",62.7,58,6974,6.35,6.44,4.01,163.98494,1,0,0
"17372",1.03,"Premium","D","VS1",59.6,61,6974,6.62,6.57,3.93,170.929062,1,0,1
